scaffold,R1,R2,R3,analogue_smiles
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,3-pyrrolyl,sulfoxide,benzylpipirazyl,CS(=O)c1ccc(NC(=O)c2ccc(CN3CCNCC3)cc2)cc1Nc1nccc(-c2cc[nH]c2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,imidazol-1-yl,hydrogen,hydrogen,O=CNc1cccc(Nc2nccc(-n3ccnc3)n2)c1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,imidazol-1-yl,hydrogen,phenyl,O=C(Nc1cccc(Nc2nccc(-n3ccnc3)n2)c1)c1ccccc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,imidazol-1-yl,hydrogen,4-methylphenyl,Cc1ccc(C(=O)Nc2cccc(Nc3nccc(-n4ccnc4)n3)c2)cc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,imidazol-1-yl,hydrogen,4-fluorophenyl,O=C(Nc1cccc(Nc2nccc(-n3ccnc3)n2)c1)c1ccc(F)cc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,imidazol-1-yl,hydrogen,4-chlorophenyl,O=C(Nc1cccc(Nc2nccc(-n3ccnc3)n2)c1)c1ccc(Cl)cc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,imidazol-1-yl,hydrogen,4-cyanophenyl,N#Cc1ccc(C(=O)Nc2cccc(Nc3nccc(-n4ccnc4)n3)c2)cc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,imidazol-1-yl,hydrogen,2-methoxyphenyl,COc1ccccc1C(=O)Nc1cccc(Nc2nccc(-n3ccnc3)n2)c1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,imidazol-1-yl,hydrogen,2-carboxyphenyl,O=C(O)c1ccccc1C(=O)Nc1cccc(Nc2nccc(-n3ccnc3)n2)c1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,imidazol-1-yl,hydrogen,2-naphthyl,O=C(Nc1cccc(Nc2nccc(-n3ccnc3)n2)c1)c1ccc2ccccc2c1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,imidazol-1-yl,hydrogen,"4,1'-biphenyl",O=C(Nc1cccc(Nc2nccc(-n3ccnc3)n2)c1)c1ccc(-c2ccccc2)cc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,imidazol-1-yl,hydrogen,"3,1'-biphenyl",O=C(Nc1cccc(Nc2nccc(-n3ccnc3)n2)c1)c1cccc(-c2ccccc2)c1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,imidazol-1-yl,hydrogen,benzyl-4-methylpipirazyl,CN1CCN(Cc2ccc(C(=O)Nc3cccc(Nc4nccc(-n5ccnc5)n4)c3)cc2)CC1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,imidazol-1-yl,hydrogen,benzylpipirazyl,O=C(Nc1cccc(Nc2nccc(-n3ccnc3)n2)c1)c1ccc(CN2CCNCC2)cc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,imidazol-1-yl,methyl,hydrogen,Cc1ccc(NC=O)cc1Nc1nccc(-n2ccnc2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,imidazol-1-yl,methyl,phenyl,Cc1ccc(NC(=O)c2ccccc2)cc1Nc1nccc(-n2ccnc2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,imidazol-1-yl,methyl,4-methylphenyl,Cc1ccc(C(=O)Nc2ccc(C)c(Nc3nccc(-n4ccnc4)n3)c2)cc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,imidazol-1-yl,methyl,4-fluorophenyl,Cc1ccc(NC(=O)c2ccc(F)cc2)cc1Nc1nccc(-n2ccnc2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,imidazol-1-yl,methyl,4-chlorophenyl,Cc1ccc(NC(=O)c2ccc(Cl)cc2)cc1Nc1nccc(-n2ccnc2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,imidazol-1-yl,methyl,4-cyanophenyl,Cc1ccc(NC(=O)c2ccc(C#N)cc2)cc1Nc1nccc(-n2ccnc2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,imidazol-1-yl,methyl,2-methoxyphenyl,COc1ccccc1C(=O)Nc1ccc(C)c(Nc2nccc(-n3ccnc3)n2)c1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,imidazol-1-yl,methyl,2-carboxyphenyl,Cc1ccc(NC(=O)c2ccccc2C(=O)O)cc1Nc1nccc(-n2ccnc2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,imidazol-1-yl,methyl,2-naphthyl,Cc1ccc(NC(=O)c2ccc3ccccc3c2)cc1Nc1nccc(-n2ccnc2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,imidazol-1-yl,methyl,"4,1'-biphenyl",Cc1ccc(NC(=O)c2ccc(-c3ccccc3)cc2)cc1Nc1nccc(-n2ccnc2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,imidazol-1-yl,methyl,"3,1'-biphenyl",Cc1ccc(NC(=O)c2cccc(-c3ccccc3)c2)cc1Nc1nccc(-n2ccnc2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,imidazol-1-yl,methyl,benzyl-4-methylpipirazyl,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-n2ccnc2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,imidazol-1-yl,methyl,benzylpipirazyl,Cc1ccc(NC(=O)c2ccc(CN3CCNCC3)cc2)cc1Nc1nccc(-n2ccnc2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,imidazol-1-yl,ethyl,hydrogen,CCc1ccc(NC=O)cc1Nc1nccc(-n2ccnc2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,imidazol-1-yl,ethyl,phenyl,CCc1ccc(NC(=O)c2ccccc2)cc1Nc1nccc(-n2ccnc2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,imidazol-1-yl,ethyl,4-methylphenyl,CCc1ccc(NC(=O)c2ccc(C)cc2)cc1Nc1nccc(-n2ccnc2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,imidazol-1-yl,ethyl,4-fluorophenyl,CCc1ccc(NC(=O)c2ccc(F)cc2)cc1Nc1nccc(-n2ccnc2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,imidazol-1-yl,ethyl,4-chlorophenyl,CCc1ccc(NC(=O)c2ccc(Cl)cc2)cc1Nc1nccc(-n2ccnc2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,imidazol-1-yl,ethyl,4-cyanophenyl,CCc1ccc(NC(=O)c2ccc(C#N)cc2)cc1Nc1nccc(-n2ccnc2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,imidazol-1-yl,ethyl,2-methoxyphenyl,CCc1ccc(NC(=O)c2ccccc2OC)cc1Nc1nccc(-n2ccnc2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,imidazol-1-yl,ethyl,2-carboxyphenyl,CCc1ccc(NC(=O)c2ccccc2C(=O)O)cc1Nc1nccc(-n2ccnc2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,imidazol-1-yl,ethyl,2-naphthyl,CCc1ccc(NC(=O)c2ccc3ccccc3c2)cc1Nc1nccc(-n2ccnc2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,imidazol-1-yl,ethyl,"4,1'-biphenyl",CCc1ccc(NC(=O)c2ccc(-c3ccccc3)cc2)cc1Nc1nccc(-n2ccnc2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,imidazol-1-yl,ethyl,"3,1'-biphenyl",CCc1ccc(NC(=O)c2cccc(-c3ccccc3)c2)cc1Nc1nccc(-n2ccnc2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,imidazol-1-yl,ethyl,benzyl-4-methylpipirazyl,CCc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-n2ccnc2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,imidazol-1-yl,ethyl,benzylpipirazyl,CCc1ccc(NC(=O)c2ccc(CN3CCNCC3)cc2)cc1Nc1nccc(-n2ccnc2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,imidazol-1-yl,isopropyl,hydrogen,CC(C)c1ccc(NC=O)cc1Nc1nccc(-n2ccnc2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,imidazol-1-yl,isopropyl,phenyl,CC(C)c1ccc(NC(=O)c2ccccc2)cc1Nc1nccc(-n2ccnc2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,imidazol-1-yl,isopropyl,4-methylphenyl,Cc1ccc(C(=O)Nc2ccc(C(C)C)c(Nc3nccc(-n4ccnc4)n3)c2)cc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,imidazol-1-yl,isopropyl,4-fluorophenyl,CC(C)c1ccc(NC(=O)c2ccc(F)cc2)cc1Nc1nccc(-n2ccnc2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,imidazol-1-yl,isopropyl,4-chlorophenyl,CC(C)c1ccc(NC(=O)c2ccc(Cl)cc2)cc1Nc1nccc(-n2ccnc2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,imidazol-1-yl,isopropyl,4-cyanophenyl,CC(C)c1ccc(NC(=O)c2ccc(C#N)cc2)cc1Nc1nccc(-n2ccnc2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,imidazol-1-yl,isopropyl,2-methoxyphenyl,COc1ccccc1C(=O)Nc1ccc(C(C)C)c(Nc2nccc(-n3ccnc3)n2)c1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,imidazol-1-yl,isopropyl,2-carboxyphenyl,CC(C)c1ccc(NC(=O)c2ccccc2C(=O)O)cc1Nc1nccc(-n2ccnc2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,imidazol-1-yl,isopropyl,2-naphthyl,CC(C)c1ccc(NC(=O)c2ccc3ccccc3c2)cc1Nc1nccc(-n2ccnc2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,imidazol-1-yl,isopropyl,"4,1'-biphenyl",CC(C)c1ccc(NC(=O)c2ccc(-c3ccccc3)cc2)cc1Nc1nccc(-n2ccnc2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,imidazol-1-yl,isopropyl,"3,1'-biphenyl",CC(C)c1ccc(NC(=O)c2cccc(-c3ccccc3)c2)cc1Nc1nccc(-n2ccnc2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,imidazol-1-yl,isopropyl,benzyl-4-methylpipirazyl,CC(C)c1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-n2ccnc2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,imidazol-1-yl,isopropyl,benzylpipirazyl,CC(C)c1ccc(NC(=O)c2ccc(CN3CCNCC3)cc2)cc1Nc1nccc(-n2ccnc2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,imidazol-1-yl,cyclopropyl,hydrogen,O=CNc1ccc(C2CC2)c(Nc2nccc(-n3ccnc3)n2)c1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,imidazol-1-yl,cyclopropyl,phenyl,O=C(Nc1ccc(C2CC2)c(Nc2nccc(-n3ccnc3)n2)c1)c1ccccc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,imidazol-1-yl,cyclopropyl,4-methylphenyl,Cc1ccc(C(=O)Nc2ccc(C3CC3)c(Nc3nccc(-n4ccnc4)n3)c2)cc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,imidazol-1-yl,cyclopropyl,4-fluorophenyl,O=C(Nc1ccc(C2CC2)c(Nc2nccc(-n3ccnc3)n2)c1)c1ccc(F)cc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,imidazol-1-yl,cyclopropyl,4-chlorophenyl,O=C(Nc1ccc(C2CC2)c(Nc2nccc(-n3ccnc3)n2)c1)c1ccc(Cl)cc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,imidazol-1-yl,cyclopropyl,4-cyanophenyl,N#Cc1ccc(C(=O)Nc2ccc(C3CC3)c(Nc3nccc(-n4ccnc4)n3)c2)cc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,imidazol-1-yl,cyclopropyl,2-methoxyphenyl,COc1ccccc1C(=O)Nc1ccc(C2CC2)c(Nc2nccc(-n3ccnc3)n2)c1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,imidazol-1-yl,cyclopropyl,2-carboxyphenyl,O=C(O)c1ccccc1C(=O)Nc1ccc(C2CC2)c(Nc2nccc(-n3ccnc3)n2)c1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,imidazol-1-yl,cyclopropyl,2-naphthyl,O=C(Nc1ccc(C2CC2)c(Nc2nccc(-n3ccnc3)n2)c1)c1ccc2ccccc2c1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,imidazol-1-yl,cyclopropyl,"4,1'-biphenyl",O=C(Nc1ccc(C2CC2)c(Nc2nccc(-n3ccnc3)n2)c1)c1ccc(-c2ccccc2)cc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,imidazol-1-yl,cyclopropyl,"3,1'-biphenyl",O=C(Nc1ccc(C2CC2)c(Nc2nccc(-n3ccnc3)n2)c1)c1cccc(-c2ccccc2)c1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,imidazol-1-yl,cyclopropyl,benzyl-4-methylpipirazyl,CN1CCN(Cc2ccc(C(=O)Nc3ccc(C4CC4)c(Nc4nccc(-n5ccnc5)n4)c3)cc2)CC1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,imidazol-1-yl,cyclopropyl,benzylpipirazyl,O=C(Nc1ccc(C2CC2)c(Nc2nccc(-n3ccnc3)n2)c1)c1ccc(CN2CCNCC2)cc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,imidazol-1-yl,cyclobutyl,hydrogen,O=CNc1ccc(C2CCC2)c(Nc2nccc(-n3ccnc3)n2)c1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,imidazol-1-yl,cyclobutyl,phenyl,O=C(Nc1ccc(C2CCC2)c(Nc2nccc(-n3ccnc3)n2)c1)c1ccccc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,imidazol-1-yl,cyclobutyl,4-methylphenyl,Cc1ccc(C(=O)Nc2ccc(C3CCC3)c(Nc3nccc(-n4ccnc4)n3)c2)cc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,imidazol-1-yl,cyclobutyl,4-fluorophenyl,O=C(Nc1ccc(C2CCC2)c(Nc2nccc(-n3ccnc3)n2)c1)c1ccc(F)cc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,imidazol-1-yl,cyclobutyl,4-chlorophenyl,O=C(Nc1ccc(C2CCC2)c(Nc2nccc(-n3ccnc3)n2)c1)c1ccc(Cl)cc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,imidazol-1-yl,cyclobutyl,4-cyanophenyl,N#Cc1ccc(C(=O)Nc2ccc(C3CCC3)c(Nc3nccc(-n4ccnc4)n3)c2)cc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,imidazol-1-yl,cyclobutyl,2-methoxyphenyl,COc1ccccc1C(=O)Nc1ccc(C2CCC2)c(Nc2nccc(-n3ccnc3)n2)c1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,imidazol-1-yl,cyclobutyl,2-carboxyphenyl,O=C(O)c1ccccc1C(=O)Nc1ccc(C2CCC2)c(Nc2nccc(-n3ccnc3)n2)c1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,imidazol-1-yl,cyclobutyl,2-naphthyl,O=C(Nc1ccc(C2CCC2)c(Nc2nccc(-n3ccnc3)n2)c1)c1ccc2ccccc2c1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,imidazol-1-yl,cyclobutyl,"4,1'-biphenyl",O=C(Nc1ccc(C2CCC2)c(Nc2nccc(-n3ccnc3)n2)c1)c1ccc(-c2ccccc2)cc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,imidazol-1-yl,cyclobutyl,"3,1'-biphenyl",O=C(Nc1ccc(C2CCC2)c(Nc2nccc(-n3ccnc3)n2)c1)c1cccc(-c2ccccc2)c1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,imidazol-1-yl,cyclobutyl,benzyl-4-methylpipirazyl,CN1CCN(Cc2ccc(C(=O)Nc3ccc(C4CCC4)c(Nc4nccc(-n5ccnc5)n4)c3)cc2)CC1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,imidazol-1-yl,cyclobutyl,benzylpipirazyl,O=C(Nc1ccc(C2CCC2)c(Nc2nccc(-n3ccnc3)n2)c1)c1ccc(CN2CCNCC2)cc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,imidazol-1-yl,ethenyl,hydrogen,C=Cc1ccc(NC=O)cc1Nc1nccc(-n2ccnc2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,imidazol-1-yl,ethenyl,phenyl,C=Cc1ccc(NC(=O)c2ccccc2)cc1Nc1nccc(-n2ccnc2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,imidazol-1-yl,ethenyl,4-methylphenyl,C=Cc1ccc(NC(=O)c2ccc(C)cc2)cc1Nc1nccc(-n2ccnc2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,imidazol-1-yl,ethenyl,4-fluorophenyl,C=Cc1ccc(NC(=O)c2ccc(F)cc2)cc1Nc1nccc(-n2ccnc2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,imidazol-1-yl,ethenyl,4-chlorophenyl,C=Cc1ccc(NC(=O)c2ccc(Cl)cc2)cc1Nc1nccc(-n2ccnc2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,imidazol-1-yl,ethenyl,4-cyanophenyl,C=Cc1ccc(NC(=O)c2ccc(C#N)cc2)cc1Nc1nccc(-n2ccnc2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,imidazol-1-yl,ethenyl,2-methoxyphenyl,C=Cc1ccc(NC(=O)c2ccccc2OC)cc1Nc1nccc(-n2ccnc2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,imidazol-1-yl,ethenyl,2-carboxyphenyl,C=Cc1ccc(NC(=O)c2ccccc2C(=O)O)cc1Nc1nccc(-n2ccnc2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,imidazol-1-yl,ethenyl,2-naphthyl,C=Cc1ccc(NC(=O)c2ccc3ccccc3c2)cc1Nc1nccc(-n2ccnc2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,imidazol-1-yl,ethenyl,"4,1'-biphenyl",C=Cc1ccc(NC(=O)c2ccc(-c3ccccc3)cc2)cc1Nc1nccc(-n2ccnc2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,imidazol-1-yl,ethenyl,"3,1'-biphenyl",C=Cc1ccc(NC(=O)c2cccc(-c3ccccc3)c2)cc1Nc1nccc(-n2ccnc2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,imidazol-1-yl,ethenyl,benzyl-4-methylpipirazyl,C=Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-n2ccnc2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,imidazol-1-yl,ethenyl,benzylpipirazyl,C=Cc1ccc(NC(=O)c2ccc(CN3CCNCC3)cc2)cc1Nc1nccc(-n2ccnc2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,imidazol-1-yl,fluoro,hydrogen,O=CNc1ccc(F)c(Nc2nccc(-n3ccnc3)n2)c1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,imidazol-1-yl,fluoro,phenyl,O=C(Nc1ccc(F)c(Nc2nccc(-n3ccnc3)n2)c1)c1ccccc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,imidazol-1-yl,fluoro,4-methylphenyl,Cc1ccc(C(=O)Nc2ccc(F)c(Nc3nccc(-n4ccnc4)n3)c2)cc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,imidazol-1-yl,fluoro,4-fluorophenyl,O=C(Nc1ccc(F)c(Nc2nccc(-n3ccnc3)n2)c1)c1ccc(F)cc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,imidazol-1-yl,fluoro,4-chlorophenyl,O=C(Nc1ccc(F)c(Nc2nccc(-n3ccnc3)n2)c1)c1ccc(Cl)cc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,imidazol-1-yl,fluoro,4-cyanophenyl,N#Cc1ccc(C(=O)Nc2ccc(F)c(Nc3nccc(-n4ccnc4)n3)c2)cc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,imidazol-1-yl,fluoro,2-methoxyphenyl,COc1ccccc1C(=O)Nc1ccc(F)c(Nc2nccc(-n3ccnc3)n2)c1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,imidazol-1-yl,fluoro,2-carboxyphenyl,O=C(O)c1ccccc1C(=O)Nc1ccc(F)c(Nc2nccc(-n3ccnc3)n2)c1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,imidazol-1-yl,fluoro,2-naphthyl,O=C(Nc1ccc(F)c(Nc2nccc(-n3ccnc3)n2)c1)c1ccc2ccccc2c1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,imidazol-1-yl,fluoro,"4,1'-biphenyl",O=C(Nc1ccc(F)c(Nc2nccc(-n3ccnc3)n2)c1)c1ccc(-c2ccccc2)cc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,imidazol-1-yl,fluoro,"3,1'-biphenyl",O=C(Nc1ccc(F)c(Nc2nccc(-n3ccnc3)n2)c1)c1cccc(-c2ccccc2)c1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,imidazol-1-yl,fluoro,benzyl-4-methylpipirazyl,CN1CCN(Cc2ccc(C(=O)Nc3ccc(F)c(Nc4nccc(-n5ccnc5)n4)c3)cc2)CC1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,imidazol-1-yl,fluoro,benzylpipirazyl,O=C(Nc1ccc(F)c(Nc2nccc(-n3ccnc3)n2)c1)c1ccc(CN2CCNCC2)cc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,imidazol-1-yl,chloro,hydrogen,O=CNc1ccc(Cl)c(Nc2nccc(-n3ccnc3)n2)c1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,imidazol-1-yl,chloro,phenyl,O=C(Nc1ccc(Cl)c(Nc2nccc(-n3ccnc3)n2)c1)c1ccccc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,imidazol-1-yl,chloro,4-methylphenyl,Cc1ccc(C(=O)Nc2ccc(Cl)c(Nc3nccc(-n4ccnc4)n3)c2)cc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,imidazol-1-yl,chloro,4-fluorophenyl,O=C(Nc1ccc(Cl)c(Nc2nccc(-n3ccnc3)n2)c1)c1ccc(F)cc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,imidazol-1-yl,chloro,4-chlorophenyl,O=C(Nc1ccc(Cl)c(Nc2nccc(-n3ccnc3)n2)c1)c1ccc(Cl)cc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,imidazol-1-yl,chloro,4-cyanophenyl,N#Cc1ccc(C(=O)Nc2ccc(Cl)c(Nc3nccc(-n4ccnc4)n3)c2)cc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,imidazol-1-yl,chloro,2-methoxyphenyl,COc1ccccc1C(=O)Nc1ccc(Cl)c(Nc2nccc(-n3ccnc3)n2)c1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,imidazol-1-yl,chloro,2-carboxyphenyl,O=C(O)c1ccccc1C(=O)Nc1ccc(Cl)c(Nc2nccc(-n3ccnc3)n2)c1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,imidazol-1-yl,chloro,2-naphthyl,O=C(Nc1ccc(Cl)c(Nc2nccc(-n3ccnc3)n2)c1)c1ccc2ccccc2c1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,imidazol-1-yl,chloro,"4,1'-biphenyl",O=C(Nc1ccc(Cl)c(Nc2nccc(-n3ccnc3)n2)c1)c1ccc(-c2ccccc2)cc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,imidazol-1-yl,chloro,"3,1'-biphenyl",O=C(Nc1ccc(Cl)c(Nc2nccc(-n3ccnc3)n2)c1)c1cccc(-c2ccccc2)c1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,imidazol-1-yl,chloro,benzyl-4-methylpipirazyl,CN1CCN(Cc2ccc(C(=O)Nc3ccc(Cl)c(Nc4nccc(-n5ccnc5)n4)c3)cc2)CC1
